DFO_Area_wt,DFO_Area_Min_pt,DFO_Area_max_pt,DFO_percArea_wt,DFO_percArea_Minpt,DFO_percArea_Maxpt,one_Day_Multiplier,two_Day_Multiplier,three_Day_Multiplier
1000,1,10,5,1,10,1,1.5,2.5
