aqid,GFMS_TotalArea_km,GFMS_%Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration
121000,0.0,0.0,0.0,0.0,3
122100,0.0,0.0,0.0,0.0,3
122211,0.0,0.0,0.0,0.0,3
122212,0.0,0.0,0.0,0.0,3
122213,184.90026588998464,7.1898544995625295,0.003823000704869628,0.003823000704869628,3
122214,0.0,0.0,0.0,0.0,3
122215,0.0,0.0,0.0,0.0,3
122216,0.0,0.0,0.0,0.0,3
122217,0.0,0.0,0.0,0.0,3
122218,0.0,0.0,0.0,0.0,3
122219,0.0,0.0,0.0,0.0,3
122220,0.0,0.0,0.0,0.0,3
122230,0.0,0.0,0.0,0.0,3
122240,0.0,0.0,0.0,0.0,3
122250,0.0,0.0,0.0,0.0,3
122260,0.0,0.0,0.0,0.0,3
122270,0.0,0.0,0.0,0.0,3
122281,0.0,0.0,0.0,0.0,3
122282,0.0,0.0,0.0,0.0,3
122283,0.0,0.0,0.0,0.0,3
122284,0.0,0.0,0.0,0.0,3
122285,0.0,0.0,0.0,0.0,3
122286,0.0,0.0,0.0,0.0,3
122287,0.0,0.0,0.0,0.0,3
122288,0.0,0.0,0.0,0.0,3
122289,0.0,0.0,0.0,0.0,3
122290,0.0,0.0,0.0,0.0,3
122310,0.0,0.0,0.0,0.0,3
122321,0.0,0.0,0.0,0.0,3
122322,0.0,0.0,0.0,0.0,3
122323,0.0,0.0,0.0,0.0,3
122324,0.0,0.0,0.0,0.0,3
122325,0.0,0.0,0.0,0.0,3
122326,0.0,0.0,0.0,0.0,3
122327,0.0,0.0,0.0,0.0,3
122328,0.0,0.0,0.0,0.0,3
122329,0.0,0.0,0.0,0.0,3
122330,0.0,0.0,0.0,0.0,3
122340,0.0,0.0,0.0,0.0,3
122350,0.0,0.0,0.0,0.0,3
122360,0.0,0.0,0.0,0.0,3
122371,0.0,0.0,0.0,0.0,3
122372,0.0,0.0,0.0,0.0,3
122373,0.0,0.0,0.0,0.0,3
122374,0.0,0.0,0.0,0.0,3
122375,0.0,0.0,0.0,0.0,3
122376,0.0,0.0,0.0,0.0,3
122377,0.0,0.0,0.0,0.0,3
122378,0.0,0.0,0.0,0.0,3
122379,0.0,0.0,0.0,0.0,3
122380,0.0,0.0,0.0,0.0,3
122390,0.0,0.0,0.0,0.0,3
122410,0.0,0.0,0.0,0.0,3
122421,0.0,0.0,0.0,0.0,3
122422,0.0,0.0,0.0,0.0,3
122423,0.0,0.0,0.0,0.0,3
122424,0.0,0.0,0.0,0.0,3
122425,0.0,0.0,0.0,0.0,3
122426,0.0,0.0,0.0,0.0,3
122427,0.0,0.0,0.0,0.0,3
122428,187.32467811055528,10.138564394705437,0.00020254889386706054,0.00020254889386706054,3
122429,0.0,0.0,0.0,0.0,3
122430,0.0,0.0,0.0,0.0,3
122440,0.0,0.0,0.0,0.0,3
122450,0.0,0.0,0.0,0.0,3
122460,0.0,0.0,0.0,0.0,3
122470,0.0,0.0,0.0,0.0,3
122480,0.0,0.0,0.0,0.0,3
122491,0.0,0.0,0.0,0.0,3
122492,0.0,0.0,0.0,0.0,3
122493,0.0,0.0,0.0,0.0,3
122494,0.0,0.0,0.0,0.0,3
122495,0.0,0.0,0.0,0.0,3
122496,0.0,0.0,0.0,0.0,3
122497,0.0,0.0,0.0,0.0,3
122498,0.0,0.0,0.0,0.0,3
122499,0.0,0.0,0.0,0.0,3
122500,0.0,0.0,0.0,0.0,3
122611,0.0,0.0,0.0,0.0,3
122612,0.0,0.0,0.0,0.0,3
122613,0.0,0.0,0.0,0.0,3
122614,0.0,0.0,0.0,0.0,3
122615,0.0,0.0,0.0,0.0,3
122616,0.0,0.0,0.0,0.0,3
122617,0.0,0.0,0.0,0.0,3
122618,0.0,0.0,0.0,0.0,3
122619,0.0,0.0,0.0,0.0,3
122620,0.0,0.0,0.0,0.0,3
122630,0.0,0.0,0.0,0.0,3
122640,0.0,0.0,0.0,0.0,3
122650,0.0,0.0,0.0,0.0,3
122660,0.0,0.0,0.0,0.0,3
122670,0.0,0.0,0.0,0.0,3
122680,0.0,0.0,0.0,0.0,3
122690,0.0,0.0,0.0,0.0,3
122710,0.0,0.0,0.0,0.0,3
122721,0.0,0.0,0.0,0.0,3
122722,0.0,0.0,0.0,0.0,3
122723,0.0,0.0,0.0,0.0,3
122724,0.0,0.0,0.0,0.0,3
122725,0.0,0.0,0.0,0.0,3
122726,0.0,0.0,0.0,0.0,3
122727,0.0,0.0,0.0,0.0,3
122728,0.0,0.0,0.0,0.0,3
