pfaf_id,ISO,Admin0,Admin1,rfr_score,cfr_score
162704,TCD,Chad,Chari-Baguirmi,3.567123375,0
162705,TCD,Chad,Chari-Baguirmi,2.78480405,0
162706,TCD,Chad,Tandjilé,3.698251604,0
162707,TCD,Chad,Chari-Baguirmi,4.024716506,0
162708,TCD,Chad,Moyen-Chari,3.3360485,0
162709,TCD,Chad,Moyen-Chari,4.006226842,0
162810,TCD,Chad,Moyen-Chari,1.196799833,0
162821,TCD,Chad,Moyen-Chari,3.642830027,0
162822,TCD,Chad,Mandoul,1.311188639,0
162823,TCD,Chad,Mandoul,3.498491355,0
162830,TCD,Chad,Moyen-Chari,3.256702663,0
162840,TCD,Chad,Salamat,2.243762176,0
162850,TCD,Chad,Moyen-Chari,3.054673185,0
162881,TCD,Chad,Salamat,4.121952422,0
162882,TCD,Chad,Salamat,4.03517829,0
162883,TCD,Chad,Salamat,4.031205916,0
162884,TCD,Chad,Salamat,0,0
162885,TCD,Chad,Salamat,4.015010639,0
162886,TCD,Chad,Salamat,4.099487467,0
162910,TCD,Chad,Moyen-Chari,4.120562846,0
162921,TCD,Chad,Salamat,4.429552861,0
162922,TCD,Chad,Guéra,3.685913977,0
162923,TCD,Chad,Salamat,4.135194778,0
162924,TCD,Chad,Salamat,3.333538352,0
162925,TCD,Chad,Salamat,4.401107208,0
162926,TCD,Chad,Salamat,4.144434556,0
162927,TCD,Chad,Salamat,4.022298647,0
162928,TCD,Chad,Guéra,3.230311995,0
162929,TCD,Chad,Sila,2.841572858,0
162930,TCD,Chad,Salamat,4.186645862,0
162940,TCD,Chad,Sila,4.0402564,0
162950,TCD,Chad,Sila,4.149359253,0
162961,TCD,Chad,Sila,4.020883476,0
211018,SYR,Syria,Hims,3.03985619,0
211020,SYR,Syria,Aleppo,3.544727322,0
294900,SYR,Syria,Hims,4.039255371,0
294953,SYR,Syria,Dayr Az Zawr,2.164665071,0
294955,SYR,Syria,Dayr Az Zawr,4.026256421,0
294956,SYR,Syria,Dayr Az Zawr,4.029369887,0
294957,SYR,Syria,Dayr Az Zawr,4.019296676,0
294958,SYR,Syria,Hims,3.290592656,0
294959,SYR,Syria,Dayr Az Zawr,3.520478205,0
294961,SYR,Syria,Al ?asakah,3.208176182,0
294962,SYR,Syria,Al ?asakah,3.57145229,0
294963,SYR,Syria,Al ?asakah,3.103744007,0
294964,SYR,Syria,Al ?asakah,1.786119077,0
294965,SYR,Syria,Al ?asakah,4.069409519,0
294967,SYR,Syria,Al ?asakah,3.489969163,0
294971,SYR,Syria,Ar Raqqah,3.275698591,0
294973,SYR,Syria,Ar Raqqah,4.064020725,0
294974,SYR,Syria,Ar Raqqah,4.023731439,0
299052,SYR,Syria,Hims,3.732641878,0
299053,SYR,Syria,As Suwayda',0.001095103,0
299054,SYR,Syria,Rif Dimashq,0.608145766,0
299055,SYR,Syria,Rif Dimashq,4.134565014,0
299056,SYR,Syria,Rif Dimashq,3.869182802,0
299069,SYR,Syria,Dar`a,1.564515007,0
185000,SYC,Seychelles,Outer Islands,0,0
186000,SYC,Seychelles,Ile du Nord,0,0
187000,SYC,Seychelles,Desroches,0,4.015975907
125405,SWZ,Swaziland,Lubombo,3.870935176,0
125406,SWZ,Swaziland,Lubombo,0.525078431,0
125407,SWZ,Swaziland,Lubombo,2.285562006,0
244201,SWE,Sweden,Norrbotten,3.221248485,0
244203,SWE,Sweden,Norrbotten,3.707813747,0
244205,SWE,Sweden,Norrbotten,3.888413434,0
244206,SWE,Sweden,Norrbotten,3.07399031,0
244207,SWE,Sweden,Norrbotten,2.718246085,0
244208,SWE,Sweden,Norrbotten,2.857232602,0
244310,SWE,Sweden,Norrbotten,3.66671991,3.080453706
244320,SWE,Sweden,Norrbotten,2.050201508,0
244330,SWE,Sweden,Norrbotten,4.007373311,2.080658281
244340,SWE,Sweden,Norrbotten,4.002426581,0
244350,SWE,Sweden,Norrbotten,3.247450225,2.222876902
244360,SWE,Sweden,Norrbotten,3.085562141,0
244370,SWE,Sweden,Västerbotten,3.053408003,0.528958841
244380,SWE,Sweden,Västerbotten,2.905295038,0
244390,SWE,Sweden,Västerbotten,3.717186552,2.137747173
244401,SWE,Sweden,Västernorrland,3.557610317,0
244402,SWE,Sweden,Jämtland,3.11984706,0
244403,SWE,Sweden,Västernorrland,4.001293178,0
244404,SWE,Sweden,Jämtland,3.460828321,0
244405,SWE,Sweden,Västerbotten,3.717937771,0
244406,SWE,Sweden,Västerbotten,1.347716577,0
244407,SWE,Sweden,Västerbotten,4.003455562,0
244408,SWE,Sweden,Västerbotten,1.807572203,0
244409,SWE,Sweden,Västerbotten,3.269079468,0
244501,SWE,Sweden,Västernorrland,3.396995985,0
244502,SWE,Sweden,Jämtland,2.525184542,0
244503,SWE,Sweden,Västernorrland,3.088794481,0
244504,SWE,Sweden,Jämtland,3.721978269,1.056002679
244505,SWE,Sweden,Gävleborg,3.230493332,0.066693213
244506,SWE,Sweden,Gävleborg,4.005260045,0
244507,SWE,Sweden,Gävleborg,4.013471245,2.123778082
244508,SWE,Sweden,Jämtland,3.628427524,0
244509,SWE,Sweden,Gävleborg,4.003516496,1.172095581
244600,SWE,Sweden,Dalarna,3.089578784,0
244710,SWE,Sweden,Uppsala,3.25242591,1.352689835
244720,SWE,Sweden,Västmanland,3.063494486,0
244730,SWE,Sweden,Södermanland,1.766352656,0
244740,SWE,Sweden,Östergötland,2.801902433,0
244750,SWE,Sweden,Kalmar,3.14421071,0.980850915
244760,SWE,Sweden,Skåne,1.213287241,0
244770,SWE,Sweden,Skåne,1.31881831,1.131942852
244780,SWE,Sweden,Jönköping,1.744898692,0
244790,SWE,Sweden,Västra Götaland,3.179461056,0.067754594
244801,SWE,Sweden,Västra Götaland,2.819943794,0
244802,SWE,Sweden,Västra Götaland,3.137204989,0
244803,SWE,Sweden,Västra Götaland,3.598559085,0
244804,SWE,Sweden,Värmland,3.320690802,0
244805,SWE,Sweden,Västra Götaland,2.090276952,0
244806,SWE,Sweden,Värmland,2.426859378,0
244807,SWE,Sweden,Värmland,3.586613759,0
244808,SWE,Sweden,Värmland,3.145765206,0
244809,SWE,Sweden,Värmland,3.646807821,0
244900,SWE,Sweden,Västra Götaland,3.282337986,0.088806507
245000,SWE,Sweden,Gotland,2.510042826,0.755846741
213098,SVN,Slovenia,Goriška,0.942842505,1.329174473
227409,SVN,Slovenia,Osrednjeslovenska,2.047094914,0
227805,SVN,Slovenia,Podravska,1.462184948,0
227916,SVK,Slovakia,Banskobystrický,0.931066991,0
227918,SVK,Slovakia,Banskobystrický,2.519164953,0
227920,SVK,Slovakia,Žilinský,2.078553805,0
227950,SVK,Slovakia,Trnavský,2.365243729,0
616402,SUR,Suriname,Sipaliwini,1.079633709,0
616403,SUR,Suriname,Sipaliwini,3.214641664,0
616404,SUR,Suriname,Sipaliwini,4.038388299,0
616407,SUR,Suriname,Sipaliwini,3.101810116,0
616409,SUR,Suriname,Sipaliwini,1.020761559,0
616501,SUR,Suriname,Nickerie,3.785161097,4.067165217
616502,SUR,Suriname,Sipaliwini,4.09672668,4.008012678
616503,SUR,Suriname,Coronie,4.084174604,2.374265804
616504,SUR,Suriname,Sipaliwini,4.027174807,0
616505,SUR,Suriname,Saramacca,0,4.168723357
616506,SUR,Suriname,Sipaliwini,4.02623534,0
616507,SUR,Suriname,Saramacca,4.024816499,3.254059146
616508,SUR,Suriname,Sipaliwini,3.805120259,3.064860467
616509,SUR,Suriname,Marowijne,4.085244346,3.202077011
616602,SUR,Suriname,Sipaliwini,0,0
616605,SUR,Suriname,Sipaliwini,4.050384459,0
616606,SUR,Suriname,Sipaliwini,2.167739052,0
616607,SUR,Suriname,Sipaliwini,3.670020609,0
616608,SUR,Suriname,Sipaliwini,3.700043127,0
616609,SUR,Suriname,Sipaliwini,4.005151151,0
115440,SSD,South Sudan,Eastern Equatoria,4.041485564,0
115501,SSD,South Sudan,Eastern Equatoria,0,0
115502,SSD,South Sudan,Eastern Equatoria,4.014139764,0
115503,SSD,South Sudan,Eastern Equatoria,3.569344146,0
115504,SSD,South Sudan,Eastern Equatoria,3.5296184,0
172555,SSD,South Sudan,Upper Nile,3.124505025,0
172556,SSD,South Sudan,Upper Nile,4.011859715,0
172557,SSD,South Sudan,Upper Nile,4.143196236,0
172559,SSD,South Sudan,Upper Nile,3.210398728,0
172570,SSD,South Sudan,Upper Nile,2.430181851,0
172581,SSD,South Sudan,Upper Nile,4.632796865,0
172582,SSD,South Sudan,Upper Nile,4.002491372,0
172583,SSD,South Sudan,Upper Nile,4.702981892,0
172584,SSD,South Sudan,Upper Nile,4.009549511,0
172585,SSD,South Sudan,Upper Nile,4.653040424,0
172586,SSD,South Sudan,Upper Nile,4.221314102,0
172587,SSD,South Sudan,Upper Nile,4.27802209,0
172588,SSD,South Sudan,Upper Nile,2.491840428,0
172589,SSD,South Sudan,Upper Nile,3.674772228,0
172590,SSD,South Sudan,Upper Nile,4.208556499,0
172610,SSD,South Sudan,Upper Nile,4.490563591,0
172620,SSD,South Sudan,Jungoli,4.012979314,0
172630,SSD,South Sudan,Jungoli,4.125694753,0
172641,SSD,South Sudan,Upper Nile,4.317058094,0
172643,SSD,South Sudan,Upper Nile,4.510559253,0
172660,SSD,South Sudan,Jungoli,4.027908297,0
172670,SSD,South Sudan,Jungoli,4.094982405,0
172681,SSD,South Sudan,Jungoli,4.29200003,0
172682,SSD,South Sudan,Jungoli,4.009231862,0
172683,SSD,South Sudan,Jungoli,4.021033512,0
172684,SSD,South Sudan,Jungoli,0.293421071,0
172685,SSD,South Sudan,Jungoli,3.829957498,0
172686,SSD,South Sudan,Eastern Equatoria,3.458758735,0
172687,SSD,South Sudan,Eastern Equatoria,4.027398943,0
172688,SSD,South Sudan,Eastern Equatoria,3.350690038,0
172689,SSD,South Sudan,Eastern Equatoria,4.00583137,0
172691,SSD,South Sudan,Jungoli,4.013072281,0
172692,SSD,South Sudan,Eastern Equatoria,4.038399976,0
172693,SSD,South Sudan,Jungoli,4.038603474,0
172694,SSD,South Sudan,Eastern Equatoria,3.890004466,0
172695,SSD,South Sudan,Eastern Equatoria,4.142059113,0
172696,SSD,South Sudan,Eastern Equatoria,1.52350739,0
172697,SSD,South Sudan,Eastern Equatoria,3.837705046,0
172701,SSD,South Sudan,Upper Nile,3.344246221,0
172702,SSD,South Sudan,Jungoli,4.186675376,0
172703,SSD,South Sudan,Upper Nile,4.285938989,0
172704,SSD,South Sudan,Jungoli,4.088149696,0
172705,SSD,South Sudan,Upper Nile,0,0
172707,SSD,South Sudan,Jungoli,4.193402146,0
172708,SSD,South Sudan,Upper Nile,4.236249124,0
172709,SSD,South Sudan,Jungoli,4.845488173,0
172821,SSD,South Sudan,Unity,4.528673718,0
172822,SSD,South Sudan,Unity,4.00672582,0
172830,SSD,South Sudan,Unity,4.358019328,0
172841,SSD,South Sudan,Unity,4.608844281,0
172842,SSD,South Sudan,West Equatoria,4.015132787,0
172843,SSD,South Sudan,Unity,4.358713766,0
172844,SSD,South Sudan,Warap,4.00336622,0
172845,SSD,South Sudan,Warap,4.04202893,0
172846,SSD,South Sudan,West Equatoria,3.231887744,0
172847,SSD,South Sudan,West Equatoria,2.347012711,0
172848,SSD,South Sudan,West Equatoria,1.369075345,0
172849,SSD,South Sudan,West Equatoria,3.487909768,0
172850,SSD,South Sudan,Unity,4.435578128,0
172861,SSD,South Sudan,Warap,4.078838162,0
172862,SSD,South Sudan,West Bahr-al-Ghazal,4.106826878,0
172863,SSD,South Sudan,North Bahr-al-Ghazal,4.138496411,0
172864,SSD,South Sudan,West Bahr-al-Ghazal,3.446382017,0
172865,SSD,South Sudan,North Bahr-al-Ghazal,4.067717727,0
172866,SSD,South Sudan,West Bahr-al-Ghazal,4.005263499,0
172867,SSD,South Sudan,West Bahr-al-Ghazal,4.042347855,0
172868,SSD,South Sudan,West Bahr-al-Ghazal,4.093004171,0
172869,SSD,South Sudan,West Bahr-al-Ghazal,3.452891922,0
172870,SSD,South Sudan,North Bahr-al-Ghazal,4.153660508,0
172881,SSD,South Sudan,North Bahr-al-Ghazal,4.024438396,0
172911,SSD,South Sudan,Jungoli,4.616189409,0
172912,SSD,South Sudan,Central Equatoria,3.466424054,0
172913,SSD,South Sudan,Lakes,4.104085212,0
172914,SSD,South Sudan,Central Equatoria,4.10837399,0
172915,SSD,South Sudan,Central Equatoria,3.380142734,0
172916,SSD,South Sudan,Central Equatoria,1.639280403,0
172917,SSD,South Sudan,Central Equatoria,1.192339944,0
172918,SSD,South Sudan,Central Equatoria,2.295993204,0
172919,SSD,South Sudan,Central Equatoria,3.198720389,0
172921,SSD,South Sudan,Eastern Equatoria,2.749262647,0
172922,SSD,South Sudan,Eastern Equatoria,2.518510674,0
172923,SSD,South Sudan,Eastern Equatoria,3.779220033,0
227378,SRB,Serbia,Zaje?arski,3.042572217,0
227381,SRB,Serbia,Podunavski,3.2198452,0
227382,SRB,Serbia,Šumadijski,1.697669642,0
227383,SRB,Serbia,Pomoravski,3.353051063,0
227384,SRB,Serbia,Jablani?ki,2.797162062,0
227385,SRB,Serbia,Rasinski,2.161725556,0
227386,SRB,Serbia,Moravi?ki,2.782812779,0
227387,SRB,Serbia,Raški,2.247344892,0
227389,SRB,Serbia,Raški,2.211719703,0
227401,SRB,Serbia,Sremski,1.713425492,0
227500,SRB,Serbia,Grad Beograd,1.097641723,0
227700,SRB,Serbia,Južno-Ba?ki,1.943041105,0
112011,SOM,Somalia,Mudug,4.107995242,0
112012,SOM,Somalia,Mudug,3.310061784,0
112013,SOM,Somalia,Mudug,4.046860032,0
112014,SOM,Somalia,Galguduud,3.551519403,0
112015,SOM,Somalia,Mudug,3.959224833,0
112019,SOM,Somalia,Togdheer,3.396240424,0
112020,SOM,Somalia,Togdheer,0,0
112030,SOM,Somalia,Nugaal,0,0
112041,SOM,Somalia,Shabeellaha Dhexe,2.593612744,0
112042,SOM,Somalia,Hiiraan,4.000967067,0
112043,SOM,Somalia,Galguduud,4.011828871,0
112044,SOM,Somalia,Hiiraan,2.026545171,0
112045,SOM,Somalia,Galguduud,3.918212177,0
112050,SOM,Somalia,Galguduud,4.136749986,0
112060,SOM,Somalia,Galguduud,3.172453313,0
112070,SOM,Somalia,Shabeellaha Dhexe,0,0
112112,SOM,Somalia,Awdal,3.349701774,0
112113,SOM,Somalia,Awdal,4.477025156,0
112114,SOM,Somalia,Awdal,3.363961259,0
112115,SOM,Somalia,Awdal,4.463578082,0
112116,SOM,Somalia,Woqooyi Galbeed,3.040780714,0
112117,SOM,Somalia,Woqooyi Galbeed,4.52345317,0
112118,SOM,Somalia,Woqooyi Galbeed,0.42265901,0
112119,SOM,Somalia,Woqooyi Galbeed,4.761150524,0
112120,SOM,Somalia,Woqooyi Galbeed,0.589338143,0
112130,SOM,Somalia,Woqooyi Galbeed,4.080161172,2.040641962
112140,SOM,Somalia,Sanaag,2.246879658,0
112150,SOM,Somalia,Sanaag,4.267088308,0
112160,SOM,Somalia,Sanaag,3.307508211,0
112170,SOM,Somalia,Sanaag,4.6418247,0
112180,SOM,Somalia,Bari,2.005824216,0
112190,SOM,Somalia,Bari,4.089817898,4.008119526
112200,SOM,Somalia,Bari,2.704532125,0
112300,SOM,Somalia,Bari,2.512352823,3.621314024
112400,SOM,Somalia,Sanaag,3.0903438,0
112500,SOM,Somalia,Bari,4.064781357,0
112600,SOM,Somalia,Bari,1.962622017,0
112700,SOM,Somalia,Bari,4.051263391,2.766972181
112801,SOM,Somalia,Nugaal,4.049267674,0
112802,SOM,Somalia,Nugaal,3.026424984,0
112803,SOM,Somalia,Sool,2.090896891,0
112804,SOM,Somalia,Sanaag,1.52209785,0
112805,SOM,Somalia,Sool,0.182980844,0
112806,SOM,Somalia,Sool,3.057101488,0
112807,SOM,Somalia,Sool,3.126659142,0
112808,SOM,Somalia,Sool,0.800049048,0
112809,SOM,Somalia,Togdheer,4.355937949,0
112901,SOM,Somalia,Nugaal,0,0
112902,SOM,Somalia,Nugaal,0,0
112903,SOM,Somalia,Nugaal,2.180346131,0
112904,SOM,Somalia,Nugaal,1.707315489,0
112905,SOM,Somalia,Mudug,4.35465701,0
112906,SOM,Somalia,Mudug,3.951375215,0
112907,SOM,Somalia,Mudug,4.226238895,0
112908,SOM,Somalia,Mudug,3.292585739,0
112909,SOM,Somalia,Mudug,4.512670134,1.856002546
114100,SOM,Somalia,Jubbada Hoose,4.204872371,0
114210,SOM,Somalia,Jubbada Hoose,4.018572043,0
114221,SOM,Somalia,Jubbada Hoose,4.162114689,0
114222,SOM,Somalia,Jubbada Dhexe,3.788853824,0
114223,SOM,Somalia,Jubbada Hoose,4.479186124,0
114225,SOM,Somalia,Jubbada Dhexe,4.154727771,0
114226,SOM,Somalia,Gedo,4.029781341,0
114230,SOM,Somalia,Jubbada Hoose,4.282000124,0
114300,SOM,Somalia,Jubbada Hoose,4.222373829,0
114410,SOM,Somalia,Gedo,1.12210076,0
114411,SOM,Somalia,Jubbada Dhexe,4.263939156,0
114412,SOM,Somalia,Bay,0,0
114413,SOM,Somalia,Gedo,3.976181755,0
114414,SOM,Somalia,Gedo,1.01966282,0
114415,SOM,Somalia,Gedo,0,0
114416,SOM,Somalia,Gedo,4.126724756,0
114417,SOM,Somalia,Gedo,4.077928477,0
114418,SOM,Somalia,Bakool,4.051548982,0
114419,SOM,Somalia,Gedo,4.051236638,0
114441,SOM,Somalia,Gedo,4.028199879,0
114500,SOM,Somalia,Shabeellaha Hoose,4.022766206,0
114601,SOM,Somalia,Bay,4.015565598,0
114602,SOM,Somalia,Shabeellaha Hoose,4.233262473,0
114603,SOM,Somalia,Shabeellaha Hoose,4.175889278,0
114604,SOM,Somalia,Bay,3.666431046,0
114605,SOM,Somalia,Bay,4.060774717,0
114606,SOM,Somalia,Bay,2.571719648,0
114607,SOM,Somalia,Bay,4.002552813,0
114608,SOM,Somalia,Bakool,4.003747416,0
114609,SOM,Somalia,Bakool,3.964313581,0
114701,SOM,Somalia,Shabeellaha Hoose,4.593835877,0
114702,SOM,Somalia,Shabeellaha Dhexe,3.162459498,0
114703,SOM,Somalia,Hiiraan,4.657961782,0
114704,SOM,Somalia,Bakool,4.057699408,0
114705,SOM,Somalia,Hiiraan,4.277654792,0
114706,SOM,Somalia,Hiiraan,4.038224068,0
114707,SOM,Somalia,Hiiraan,4.317211871,0
114708,SOM,Somalia,Hiiraan,4.000460576,0
117100,SOM,Somalia,Jubbada Hoose,0,0
117101,SOM,Somalia,Jubbada Hoose,0.076219428,4.038380391
117102,SOM,Somalia,Jubbada Hoose,3.63070695,0
117103,SOM,Somalia,Jubbada Hoose,3.583761659,0
117105,SOM,Somalia,Jubbada Hoose,4.064276265,0.197907877
771130,SLV,El Salvador,La Unión,3.754746058,1.698542186
771151,SLV,El Salvador,La Paz,4.029714959,0.003214343
145760,SLE,Sierra Leone,Eastern,4.019346379,0
145771,SLE,Sierra Leone,Southern,4.141115999,0
145772,SLE,Sierra Leone,Southern,4.000077686,0
145773,SLE,Sierra Leone,Northern,4.002718072,1.500713095
145774,SLE,Sierra Leone,Northern,4.058641379,0
537002,SLB,Solomon Islands,Choiseul,0,3.129625848
537003,SLB,Solomon Islands,Western,0,3.72674367
537004,SLB,Solomon Islands,Isabel,0,4.007755379
537005,SLB,Solomon Islands,Guadalcanal,0,4.091471236
537006,SLB,Solomon Islands,Malaita,0,4.008494355
537007,SLB,Solomon Islands,Makira Ulawa,0,4.013155711
537008,SLB,Solomon Islands,Rennell and Bellona,2.264731958,3.80102872
253001,SJM,Svalbard and Jan Mayen,Svalbard,0,0
253002,SJM,Svalbard and Jan Mayen,Svalbard,0,0
253003,SJM,Svalbard and Jan Mayen,Svalbard,0,0
253004,SJM,Svalbard and Jan Mayen,Svalbard,0,0
253005,SJM,Svalbard and Jan Mayen,Svalbard,0,0
253007,SJM,Svalbard and Jan Mayen,Svalbard,0,0
253008,SJM,Svalbard and Jan Mayen,Svalbard,0,0
272000,SJM,Svalbard and Jan Mayen,Jan Mayen,0,0
253006,SJM,Svalbard and Jan Mayen,Svalbard,0,0
145792,SEN,Senegal,Kolda,3.623684012,0
145797,SEN,Senegal,Ziguinchor,0.309667806,4.001851596
145798,SEN,Senegal,Sédhiou,2.729448684,3.341140007
145799,SEN,Senegal,Ziguinchor,2.17905703,3.015439027
145801,SEN,Senegal,Kaffrine,3.272924809,0.055406188
145802,SEN,Senegal,Tambacounda,2.891894708,0
145803,SEN,Senegal,Tambacounda,4.020648475,0
145805,SEN,Senegal,Tambacounda,4.001762536,0
145806,SEN,Senegal,Tambacounda,2.149924136,0
145807,SEN,Senegal,Tambacounda,3.83031401,0
145808,SEN,Senegal,Kédougou,2.606686693,0
145901,SEN,Senegal,Fatick,1.544223816,4.002004453
145902,SEN,Senegal,Kaffrine,2.378142077,1.775921829
145903,SEN,Senegal,Fatick,2.10382147,4.061734645
145904,SEN,Senegal,Fatick,1.048126727,3.052032803
145905,SEN,Senegal,Thiès,0.260543934,0.932382277
145906,SEN,Senegal,Thiès,1.924937227,0
145907,SEN,Senegal,Dakar,4.091588866,0.495264503
145908,SEN,Senegal,Thiès,4.053279731,0
145909,SEN,Senegal,Louga,3.206263478,0
146100,SEN,Senegal,Saint-Louis,4.085630141,0
146201,SEN,Senegal,Louga,2.59635652,0
146202,SEN,Senegal,Louga,1.209512517,0
146203,SEN,Senegal,Louga,3.747320742,0
146204,SEN,Senegal,Matam,2.473510014,0
146205,SEN,Senegal,Louga,2.665357772,0
146206,SEN,Senegal,Matam,2.490127185,0
146207,SEN,Senegal,Matam,3.288828026,0
146208,SEN,Senegal,Matam,2.526237839,0
146209,SEN,Senegal,Matam,2.169141482,0
146320,SEN,Senegal,Saint-Louis,3.720363098,0
111030,SDN,Sudan,Red Sea,4.025144707,4.001214603
111041,SDN,Sudan,Red Sea,4.004020509,0
111042,SDN,Sudan,Red Sea,2.29544678,0
111043,SDN,Sudan,Red Sea,4.099153924,0
111044,SDN,Sudan,Red Sea,4.005930499,0
111045,SDN,Sudan,Red Sea,4.041950591,0
111046,SDN,Sudan,Red Sea,4.030695821,0
111047,SDN,Sudan,Red Sea,4.088175347,0
111048,SDN,Sudan,Red Sea,3.506727302,0
111049,SDN,Sudan,Red Sea,3.92888231,0
111050,SDN,Sudan,Red Sea,4.193406948,3.139393724
111060,SDN,Sudan,Red Sea,2.145063189,0
111070,SDN,Sudan,Red Sea,4.348485206,0.088554359
111081,SDN,Sudan,Red Sea,4.262812093,0
111082,SDN,Sudan,Red Sea,4.013730467,0
111091,SDN,Sudan,Red Sea,3.554465127,0
111092,SDN,Sudan,Red Sea,4.066197713,0
158216,SDN,Sudan,Northern,0,0
158217,SDN,Sudan,Northern,0,0
158218,SDN,Sudan,Northern,0,0
158219,SDN,Sudan,Northern,0,0
158301,SDN,Sudan,Northern,0,0
158304,SDN,Sudan,Northern,0,0
158305,SDN,Sudan,Northern,0,0
158306,SDN,Sudan,Northern,0,0
159011,SDN,Sudan,North Darfur,0,0
159012,SDN,Sudan,North Darfur,2.008598261,0
159013,SDN,Sudan,North Darfur,0,0
159014,SDN,Sudan,North Darfur,0,0
159015,SDN,Sudan,North Darfur,0,0
159016,SDN,Sudan,North Darfur,2.156957276,0
159017,SDN,Sudan,North Darfur,1.028943345,0
159018,SDN,Sudan,North Darfur,1.91934993,0
159019,SDN,Sudan,North Darfur,2.832873013,0
159021,SDN,Sudan,North Darfur,0.767816595,0
159030,SDN,Sudan,North Darfur,0,0
159040,SDN,Sudan,North Darfur,0,0
159050,SDN,Sudan,Northern,0,0
161720,SDN,Sudan,North Darfur,0,0
162888,SDN,Sudan,Central Darfur,1.098190012,0
162889,SDN,Sudan,Central Darfur,3.356445975,0
162898,SDN,Sudan,South Darfur,2.399001041,0
162899,SDN,Sudan,South Darfur,4.019782449,0
162962,SDN,Sudan,Central Darfur,1.493225779,0
162963,SDN,Sudan,West Darfur,4.053413388,0
162964,SDN,Sudan,Central Darfur,2.522929312,0
162965,SDN,Sudan,West Darfur,3.328189891,0
162966,SDN,Sudan,Central Darfur,3.4421771,0
162967,SDN,Sudan,West Darfur,3.127750096,0
162968,SDN,Sudan,North Darfur,3.642750495,0
162969,SDN,Sudan,North Darfur,1.437221699,0
162970,SDN,Sudan,West Darfur,3.019609352,0
162980,SDN,Sudan,North Darfur,1.502937042,0
162990,SDN,Sudan,North Darfur,2.171086359,0
172122,SDN,Sudan,Red Sea,3.189638005,0
172123,SDN,Sudan,River Nile,0,0
172125,SDN,Sudan,Red Sea,0,0
172126,SDN,Sudan,Red Sea,0,0
172127,SDN,Sudan,River Nile,0,0
172128,SDN,Sudan,Red Sea,0,0
172129,SDN,Sudan,Red Sea,0,0
172130,SDN,Sudan,Northern,1.533234511,0
172132,SDN,Sudan,Northern,4.084344146,0
172133,SDN,Sudan,Northern,4.004972584,0
172134,SDN,Sudan,Northern,4.065896629,0
172135,SDN,Sudan,Northern,4.051042945,0
172136,SDN,Sudan,Northern,0,0
172137,SDN,Sudan,Northern,4.064750479,0
172138,SDN,Sudan,Northern,0.503376403,0
172139,SDN,Sudan,Northern,4.162059566,0
172141,SDN,Sudan,Northern,4.156442317,0
172142,SDN,Sudan,Northern,3.217199065,0
172143,SDN,Sudan,Northern,2.183127905,0
172144,SDN,Sudan,Northern,3.238590613,0
172145,SDN,Sudan,Northern,3.276133108,0
172146,SDN,Sudan,Northern,1.187219411,0
172147,SDN,Sudan,Northern,3.405947586,0
172148,SDN,Sudan,North Kurdufan,2.290284068,0
172149,SDN,Sudan,North Kurdufan,3.466663231,0
172150,SDN,Sudan,Northern,4.069628235,0
172160,SDN,Sudan,North Kurdufan,4.005885111,0
172161,SDN,Sudan,Northern,2.178948639,0
172162,SDN,Sudan,North Kurdufan,2.369650368,0
172163,SDN,Sudan,Northern,3.804020998,0
172164,SDN,Sudan,North Kurdufan,4.005074935,0
172165,SDN,Sudan,North Kurdufan,4.039843796,0
172166,SDN,Sudan,North Kurdufan,0.123376742,0
172167,SDN,Sudan,North Kurdufan,2.914676006,0
172168,SDN,Sudan,North Kurdufan,1.85264569,0
172169,SDN,Sudan,North Kurdufan,2.505595067,0
172170,SDN,Sudan,Northern,4.127484219,0
172181,SDN,Sudan,Northern,3.405272616,0
172182,SDN,Sudan,Northern,1.322684144,0
172183,SDN,Sudan,Northern,2.089867663,0
172184,SDN,Sudan,North Kurdufan,3.552471714,0
172185,SDN,Sudan,North Kurdufan,0.892104918,0
172186,SDN,Sudan,North Kurdufan,2.484494802,0
172187,SDN,Sudan,North Kurdufan,0.042450339,0
172188,SDN,Sudan,North Kurdufan,0.753435029,0
172189,SDN,Sudan,North Kurdufan,0,0
172191,SDN,Sudan,Northern,4.064591666,0
172192,SDN,Sudan,River Nile,4.07022838,0
172193,SDN,Sudan,Northern,4.098831315,0
172194,SDN,Sudan,River Nile,0.964962683,0
172195,SDN,Sudan,River Nile,4.074290713,0
172196,SDN,Sudan,Red Sea,4.007365365,0
172197,SDN,Sudan,River Nile,4.025394938,0
172198,SDN,Sudan,Red Sea,4.027527422,0
172199,SDN,Sudan,River Nile,4.043856567,0
172210,SDN,Sudan,River Nile,4.074815782,0
172220,SDN,Sudan,Red Sea,4.014852648,0
172230,SDN,Sudan,River Nile,4.017210883,0
172241,SDN,Sudan,River Nile,4.254929862,0
172242,SDN,Sudan,Red Sea,4.028849477,0
172243,SDN,Sudan,River Nile,4.022113671,0
172244,SDN,Sudan,Red Sea,2.130665802,0
172245,SDN,Sudan,Red Sea,3.708651156,0
172246,SDN,Sudan,Kassala,1.490976893,0
172247,SDN,Sudan,Kassala,4.179059709,0
172248,SDN,Sudan,Kassala,3.226651056,0
172250,SDN,Sudan,Al Qadarif,2.064343345,0
172261,SDN,Sudan,Al Qadarif,4.263704806,0
