VIIRS_Area_wt,VIIRS_Area_Min_pt,VIIRS_Area_max_pt,VIIRS_percArea_wt,VIIRS_percArea_Minpt,VIIRS_percArea_Maxpt,one_Day_Multiplier,five_Day_Multiplier
500,1,10,2.5,1,10,1.5,3.5
